Name,Title,Date and Location,Review,URL
Danish,Old Model Mobile,Reviewed in India on 15 November 2023,Every thing is good but the designed and model is old for the current scenerio also the charger is not available with this mobile which is minus point for this product. There are more option in this price segment with charger but the sceern is good.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Srinath,Samsung M14,Reviewed in India on 11 November 2023,The cable provided along with the box was a two end c-type connect which is a bad thing as we can charge the phone immediately after buying or may cause the damage of the battery buy using wrong adaptor. Other than that the looks of the phone was good,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Harsh Morasiya,Worth it,Reviewed in India on 15 October 2023,"So I am just waiting to write this review after few days of usage, and here Im writing it, after using it for 10 days. The phone is worth of the price I got it at ₹11500 in Amazon great Indian sale & this is 6gb-128gb varient. It doesn't have Amoled display but yes it does comes u with PLS IPS display. Also it has 90hz refresh rate
Things to keep in mind:-
1. It has a big battery setup of 6000mah so it take good amount to charge
2. It doesn't come with adaptor, no Mobile case, and cable is also type C to type c , so you cannot use it with your old USB cable. So either buy converter pin or buy original Samsung type c adaptor
3. It's camera is very good in night also
4. It's a decent phone which also look quite big but fit comfortably in hands.
Overall great experience in this 10days no heating issue nothing.
Also Samsung service is above all other phones.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
K.Chandramouli,A well priced 5G phone,Reviewed in India on 8 November 2023,"It is a standard Samsung phone with lots of bloatware ,only some of which can be removed. The screen resolution is good for the price. The 6GB/128GB version is quite fast and wifi connectivity is good. The fingerprint sensor is very poor and takes several tries to work. The camera is okay and takes reasonably good photos in daylight. Not great for night shots. The battery lasts for over 1.5 days on a single charge with normal use of phone,video,music..etc. Overall it's a great buy at this price ,though hardcore gamers will have to look elsewhere for a suitable phone.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
GURPREET SINGH,Value for money 💰,Reviewed in India on 13 November 2023,Overall product is really nice at this price 👌 as long as seller must send adapter with mobile 📱 anyway I bought it separately and Thanks for delivery on time well packed,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Raghu HS,This is not 5G phone,Reviewed in India on 16 November 2023,"Everything Perfect but in this phone 5G not working. I checked with so many areas like Banglore ,Manglore but no use . I request to Samsung to reclaim and remove 5G phone.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Monu jatav,According to Prices range decent work,Reviewed in India on 16 November 2023,"Smooth touch😃, great display 👌nd camera average🙄..
Looking 🤔 not bad but notch display feel out dated type display. 😏",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Amazon Customer,Value for money,Reviewed in India on 17 November 2023,"I like this , its fullfil all the needs in low budget . Thank you samsung",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Sandeep Kumar,Samsung galaxy M 14 5g,Reviewed in India on 17 November 2023,Everything is good but There Must be an adaptor with this mobile,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Sanjeevkumar sulepeth,Good handset in concission rate.,Reviewed in India on 11 November 2023,"Good phone .., battery, camera , speed, touchscreen all fabulous. Great to have a phone like this. Definitely go for it.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Mohit S.,Decent phone at this price,Reviewed in India on 15 October 2023,"Everything is fine in this phone , but I noticed 2 problems with this phone
1. Ram management is poor, phone doesn't keeps recent apps in background. Apps will restart. So it is recommended to buy 6gb varient instead of 4 gb.
2. Sometimes sound on this phone suddenly stops, it may be due to I got a defective unit or may be every phone has same issue. When I restart the phone or turn on silent/vibration mode and then switch to sound mode then phone volume comes back.
Rest everything is good according to the price.
1. Battery is super
2. 5g works well
3. Display is decent
4. Camera is average

Overall tha phone justifies it's price,may be samsung could resolve the sound problem via software update.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Placeholder,Nice Product,Reviewed in India on 11 November 2023,"Camera Clearty Good and Storage.

But Adapter missing.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
chandrasekar,Faster browsing and good video recording,Reviewed in India on 19 November 2023,Purchased as per request of a friend; he finds the product helping in faster browsing; video recording is satisfactory according to him.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Sanjay kumar saha,Good mobile phone,Reviewed in India on 23 October 2023,"The phone is good, easy to hadle and the looks of phone is good and it 5G connection is good,the phone is very comfortable,services of samsung you all know about it,Durability of phone is good and i drop it from 5 feet and nothing happened i drop it in swimming pool for 5 minutes and same thing happened.But the camera is not so good i have more expectations from it . I bought its 6GB+128GB verision. I think you can buy this phone for study purposes only. I request samsung to improve the camera.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Sunita,Nice Samsung Galaxy M14 5G👍,Reviewed in India on 11 November 2023,"Good product 💯
Good performance 😀
Good display 👍
Good battery🔋
Good build quality 😁
Good camera 📸",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Bhaskar Singh,Overall phone reviews,Reviewed in India on 30 October 2023,Normal using not problem but you using multitasking and Normal heavy app this phone making heat and lag some time sometime auto restart problem I think ui optimization is poor but used for normal people and normal uses jio 5g is not stable and some area issue,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Placeholder,Specification is nice,Reviewed in India on 15 November 2023,"Working, charging, and All specification including camera is upto the mark.
But size of the phone is not handy it is bulky.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Mathiyazhagan S,Like a Good phone,Reviewed in India on 20 November 2023,Better experience,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Placeholder,Good budget phone,Reviewed in India on 7 November 2023,I was skeptical in buying the phone after reading heating issues and camera in the reviews but went a head .. I didn't face heating issues till now and satisfied with camera quality for the price,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Good product. I received at good and original condition,Good,Reviewed in India on 25 October 2023,Good battery and display,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Sanjeev Sastry,Good budget phone decent specs,Reviewed in India on 5 November 2023,"This phone is good for the price of 12.5 k with all features such as battery life, watching videos , sound , being average.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Deepak Gaud,Very good,Reviewed in India on 15 November 2023,"Very good mobile and with out charger so sad
GAUD ONLINE DIGITAL SERVICE",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Sandeep pandey,Fone is ossm.charjer not available..,Reviewed in India on 11 November 2023,Charger ..,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Dhananjay Kumar,Quality not so good.,Reviewed in India on 28 October 2023,"Smartphone without charger and screen guard . This is not good for smartphone.
I am not satisfied the policy of Samsung. Other companies smartphone provide with Phone charger and screen guard.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Amazon Customer,👍 good,Reviewed in India on 23 October 2023,Charger & case cover & screen glass not provided by company. That's bad,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Atul K.,camera quality is not good as expected.,Reviewed in India on 14 July 2023," Samsung Glaxy A30(2019) Camera quality is more better than Samsung Galaxy M14 5g because it's using only 12 mp only rear and front camera. 50 mp is only for 50 mp photoshoot mode other than useless.
nature photo is oversaturated but selfie is good . No clarity in zooming. Night mode is only for image not for Video recording.
camera is like 12k rs range phone. you got only brand name and processor. one ui is ok.

Overall camera spec -Rear 12 mp [1080p 30fps max rear and front.]
- Front 12 mp
You can record 4k video in open camera. and you can also record 1080p 60fps in open camera.
Main camera not support 4k video recording.

i have problem with my m14 device, "" when i insert a micro sd card then phone restarting again and again.i have samsung sd card 256 gb.
solution - when i inserted sd card in running phone then problem solve but after restarting the phone ,same problem created.

display have low saturation and very low brightness . not visible in sun light.
no any control for adjust saturation. my old nokia 3.1 plus display saturation is better than this 5g phone.
wifi and hotspot not working at same time and setting is removed that allow this feature.

Overall Good non chinese phone . you can also go for motog52 if you don't want 5g phone ,moto g52 is better for content watching.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjoyMDE0ODE0NzQxNzk5ODo6MDo6&url=%2FSamsung-Segments-Smartphone-Octa-Core-Processor%2Fdp%2FB0BZCR6TNK%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
